country,page_num,plot_num,region,plot_name,asterisk,date,value,headline
"Poland  April 5, 2020",4,24,Lesser Poland Voivodeship,Residential,False,2020-03-26,23.977,+14%
"Poland  April 5, 2020",4,24,Lesser Poland Voivodeship,Residential,False,2020-03-27,25.386,+14%
"Poland  April 5, 2020",4,24,Lesser Poland Voivodeship,Residential,False,2020-03-28,16.263,+14%
"Poland  April 5, 2020",4,24,Lesser Poland Voivodeship,Residential,False,2020-03-29,14.057,+14%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-02-16,-12.657,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-02-17,1.303,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-02-18,1.252,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-02-19,0.906,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-02-20,4.573,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-02-21,1.936,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-02-22,0.866,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-02-23,10.816,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-02-24,3.254,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-02-25,-1.929,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-02-26,7.384,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-02-27,5.562,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-02-28,3.330,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-02-29,0.273,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-01,25.908,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-02,2.443,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-03,3.389,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-04,3.620,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-05,-13.229,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-06,-28.380,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-07,-50.838,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-08,-69.057,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-09,-49.155,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-10,-52.218,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-11,-49.180,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-12,-51.840,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-13,-57.655,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-14,-66.474,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-15,-77.807,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-16,-53.773,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-17,-53.405,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-18,-58.786,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-19,-60.134,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-20,-59.157,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-21,-64.662,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-22,-81.895,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-23,-57.788,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-24,-57.988,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-25,-58.558,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-26,-58.934,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-27,-61.024,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-28,-73.326,-73%
"Poland  April 5, 2020",4,25,Lower Silesian Voivodeship,Retail & recreation,False,2020-03-29,-72.875,-73%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-02-16,-40.988,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-02-17,-1.100,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-02-18,-0.765,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-02-19,-3.502,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-02-20,0.707,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-02-21,1.555,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-02-22,0.243,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-02-23,-14.132,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-02-24,1.181,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-02-25,-3.973,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-02-26,3.395,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-02-27,2.509,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-02-28,1.980,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-02-29,2.425,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-01,-2.550,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-02,-0.400,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-03,7.384,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-04,25.127,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-05,17.931,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-06,0.999,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-07,-18.519,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-08,-44.089,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-09,-24.091,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-10,-28.013,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-11,-24.686,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-12,-25.612,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-13,-26.760,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-14,-34.992,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-15,-58.263,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-16,-28.593,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-17,-24.624,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-18,-32.167,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-19,-33.100,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-20,-30.577,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-21,-36.309,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-22,-64.820,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-23,-34.453,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-24,-29.167,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-25,-39.931,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-26,-37.339,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-27,-36.789,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-28,-46.822,+40%
"Poland  April 5, 2020",4,26,Lower Silesian Voivodeship,Grocery & pharmacy,False,2020-03-29,40.088,+40%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-02-16,-45.542,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-02-17,-9.128,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-02-18,-0.627,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-02-19,-6.116,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-02-20,-0.414,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-02-21,-5.448,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-02-22,0.613,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-02-23,33.135,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-02-24,-4.691,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-02-25,-17.592,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-02-26,4.080,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-02-27,13.457,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-02-28,2.337,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-02-29,-12.101,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-01,63.753,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-02,-6.227,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-03,4.041,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-04,0.427,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-05,-18.520,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-06,-28.732,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-07,-17.419,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-08,-15.034,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-09,-19.879,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-10,7.273,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-11,14.105,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-12,-2.822,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-13,-43.876,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-14,-51.588,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-15,-52.322,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-16,-40.954,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-17,-33.122,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-18,-46.048,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-19,-39.782,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-20,-29.651,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-21,-11.062,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-22,-70.802,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-23,-47.438,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-24,-51.614,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-25,-47.917,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-26,-46.925,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-27,-56.191,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-28,-57.150,-59%
"Poland  April 5, 2020",4,27,Lower Silesian Voivodeship,Parks,False,2020-03-29,-58.883,-59%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-02-16,-4.770,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-02-17,-0.441,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-02-18,1.641,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-02-19,-0.748,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-02-20,1.196,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-02-21,1.182,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-02-22,0.034,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-02-23,12.258,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-02-24,0.077,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-02-25,-3.919,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-02-26,0.347,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-02-27,-0.339,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-02-28,-0.676,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-02-29,-6.180,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-01,13.244,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-02,-3.315,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-03,-2.648,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-04,-8.866,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-05,-27.985,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-06,-40.493,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-07,-41.380,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-08,-55.420,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-09,-55.634,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-10,-54.541,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-11,-54.473,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-12,-57.504,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-13,-63.876,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-14,-64.391,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-15,-70.596,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-16,-63.300,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-17,-63.040,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-18,-65.795,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-19,-66.685,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-20,-66.458,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-21,-59.953,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-22,-77.060,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-23,-67.496,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-24,-67.435,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-25,-66.996,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-26,-67.699,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-27,-69.740,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-28,-67.225,-72%
"Poland  April 5, 2020",4,28,Lower Silesian Voivodeship,Transit stations,False,2020-03-29,-72.133,-72%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-02-16,-3.507,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-02-17,2.271,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-02-18,2.981,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-02-19,2.803,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-02-20,2.256,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-02-21,2.405,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-02-22,2.818,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-02-23,2.284,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-02-24,3.856,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-02-25,3.386,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-02-26,3.309,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-02-27,3.141,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-02-28,2.769,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-02-29,2.259,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-01,5.791,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-02,2.749,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-03,2.611,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-04,-0.327,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-05,-14.949,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-06,-19.782,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-07,-12.503,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-08,-22.267,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-09,-34.937,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-10,-38.946,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-11,-40.714,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-12,-41.808,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-13,-42.035,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-14,-29.360,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-15,-33.483,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-16,-43.763,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-17,-44.963,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-18,-46.876,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-19,-47.883,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-20,-46.934,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-21,-30.291,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-22,-37.969,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-23,-47.240,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-24,-48.456,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-25,-49.111,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-26,-49.732,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-27,-49.213,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-28,-33.807,-27%
"Poland  April 5, 2020",4,29,Lower Silesian Voivodeship,Workplace,False,2020-03-29,-26.998,-27%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-02-16,0.638,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-02-17,-0.808,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-02-18,0.400,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-02-19,-0.165,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-02-20,-0.110,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-02-21,-0.335,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-02-22,0.054,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-02-23,-0.669,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-02-24,-0.980,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-02-25,1.032,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-02-26,-0.613,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-02-27,-0.673,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-02-28,-0.386,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-02-29,0.545,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-03-01,-1.905,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-03-02,-0.323,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-03-03,0.660,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-03-04,0.393,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-03-05,6.269,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-03-06,10.273,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-03-07,8.894,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-03-08,9.020,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-03-09,15.067,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-03-10,17.197,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-03-11,16.380,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-03-12,17.734,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-03-13,20.816,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-03-14,14.116,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-03-15,12.121,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-03-16,18.808,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-03-17,20.640,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-03-18,21.346,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-03-19,21.880,+12%
"Poland  April 5, 2020",4,30,Lower Silesian Voivodeship,Residential,False,2020-03-20,22.310,+12%
